key,value,translation,description,,
tracktype,grade4,,Укатанный грунт с примесями твёрдых материалов,,
tracktype,grade5,,"Неукатанный грунт, песок, трава",,
tracktype,<no value>,,"If no tracktype tag is present, the track is rendered with a dot-dash line style (as shown right).",,
surface,paved,,"Этот тег ставится на линию, вместе тегом (highway), если дорога, которую он описывает, в основном имеет твёрдое (не сыпучее) покрытие по всей длине, например покрыта битумом, асфальтом или вымощена камнем (Это общее, грубое описание поверхности).",,
surface,asphalt,,"Асфальтобетон, обычно называемый асфальтом.",,
surface,cobblestone,,Булыжник. Специально уложенные относительно ровными поверхностями вверх камни. К булыжникам не применяют дополнительную обработку.,,
surface,cobblestone:flattened,,"То же, что и брусчатка surface=sett",,
surface,concrete,,Бетон. Бетонное покрытие может заливаться прямо на месте или выкладываться привозными железо-бетонными плитами. Иногда дорогу с таким покрытием называют „бетонка“.,,
surface,concrete:lanes,,"Длинные узкие бетонные плиты, выложенные в два параллельных ряда, так чтобы шины автотранспорта при перемещении по дороге всегда катились по бетону. В промежутке между плитами может быть любое другое покрытие. Обратите внимание, что один ряд бетонных плит следует тегировать surface=concrete, так как данный тег подчёркивает существование двух рядов.",,
surface,concrete:plates,,"Уточняет surface=paved. Тяжеловесные бетонные плиты, плотно подогнанные друг к другу. Щели между плитами обычно замазаны гудроном или засыпаны песком.",,
surface,paving_stones,,"Тротуарная плитка. Гладкие блоки необязательно прямоугольной формы. Их можно сравнить с брусчаткой, но зазоры между плитками меньше, потому что их поверхность очень ровная. Обычно изготовлены из бетона.",,
surface,paving_stones:30,,Тротуарная плитка размером 30 см.,,
surface,paving_stones:20,,Тротуарная плитка размером 20 см.,,
surface,User defined,,Все использованные значения тега согласно статитстике Taginfo,,
surface,unpaved,,"Этот тег ставится на линию, вместе тегом (highway), если дорога, которую он описывает, имеет покрытие сыпучими материалами от утрамбованной щебёнки до земли или не имеет его вовсе (грунтовая дорога) (Это грубое описание поверхности).",,
surface,compacted,,"Смесь крупной (т.к. гравий) и мелкой (т.к. песок) составляющих, утрамбованной катком так, что поверхность приобретает более устойчивую к разрушению структуру, чем просто разбросанный гравий. Используется для парковых дорожек, улучшенных с/х дорог, некоторых дорожек для обслуживания, ... Лучшие по качеству покрытия дороги это покрытые асфальтом, бетоном, мощённые камнем. Существуют, так называемые, водо-связанные macadam-покрытия. Перемешивание и трамбовка macadam-покрытия делают такую поверхность очень крепкой и устойчивой к разрушению.",,
surface,dirt,,"Грязь. Грунтовая дорога, которая по разным причинам постоянно влажная, а потому представляет собой вязкую смесь воды и земли или глины. Важно, что под грязью есть твёрдый слой, в отличие от surface=mud, где его нет.",,
surface,earth,,"Вероятно то же, что и surface=ground.",,
surface,fine_gravel,,"Многослойное покрытие с основой из камней или гравия и слоем спрессованного измельчённого булыжника, базальта или кварца поверх, изобретённое в Римской империи. Удобно для пешего хода, езды верхом и передвижения на велосипеде. В холмистой местности обычно сделано выпуклым и снабжено дренажными каналами для лучшего сброса воды. Автомобили и мотоциклы не рассыпают такое покрытие, если оно уложено достаточно качественно, а велосипедные шины не оставляют следов как минимум в сухую погоду. Если верхний слой сильно повреждён или заметно разрушение основы, пожалуйста, используйте тег surface=gravel.",,
surface,grass,,"Трава, укатанная транспортными средствами, утоптанная людьми или животными (Имеет тенденцию превращаться в surface=ground при активном использовании)",,
surface,grass_paver,,"Редкое мощение отдельными камнями или мощение в виде решётки из камней, позволяющее прорастать траве между камнями и, в то же время, не дающего разбивать дорогу колесами транспортных средств в мокрую погоду.",,
surface,gravel,,Гравий — мелкие камни размером порядка нескольких сантиметров с неровной поверхностью,,
surface,ground,,"Голая почва, специальное покрытие отсутствует. Есть следы передвигающихся по ней людей, животных и транспорта.",,
surface,ice,,"Дороги, специально проложенные по льду в период замерзания озёр и рек. Так как на замерзшей поверхности воды нет камней, деревьев и других препятствий, дорогу легче бывает проложить по льду, чем по земле. Нужно только расчистить или утрамбовать снег. Смотрите: wikipedia:Ice_road и «Дорога жизни» к блокадному Ленинграду в зимнее время. См. также winter_road, ice_road.",,
surface,metal,,Металл. Иногда применяется для дорожного покрытия на мостах.,,
surface,mud,,"Вероятно то же, что и surface=ground. Под грязью, в отличие от surface=dirt, нет твёрдого слоя, за который можно зацепиться - это как ил, автомобиль будет вязнуть всё больше и больше.",,
surface,pebblestone,,"Галька — мелкие камни (1—10 см), окатанные до ровной поверхности.",,
surface,salt,,Соляные озёра,,
surface,sand,,Песок,,
surface,snow,,"Зимники. См. также winter_road, ice_road.",,
surface,wood,,Дерево. Иногда применяется для дорожного покрытия на мостах. Также обозначает гать — деревянную дорогу из досок через болотистую местность.,,
surface,woodchips,,Дерево. Иногда применяется для дорожного покрытия на мостах. Также обозначает гать — деревянную дорогу из досок через болотистую местность.,,
surface,User defined,,Все использованные значения тега согласно статитстике Taginfo,,
surface,tartan,,"Тартан. Синтетическое всепогодное покрытие, обычно используемое на стадионах и на прочих спортивных дорожках. Несмотря на то, что Тартан является торговой маркой, он используется как общий термин для обозначения похожих типов покрытия.",,
surface,artificial_turf,,"Всепогодное покрытие из синтетических волокон, имитирующее натуральную траву. Зачастую используется на беговых дорожках и полях для футбола, бейсбола и т.д.",,
surface,decoturf,,DecoTurf is an artificial surface used for some tennis courts.,,
surface,clay,,Глина. Используется на некоторых теннисных кортах и футбольных площадках.,,
waterway,river,,Река. Русло широких рек (>12 метров) см. waterway=riverbank,,
waterway,riverbank,,Русло широких рек. Альтернативное обозначение — natural=water + water=river,,
waterway,stream,,Ручей. Сравнительно малый поток воды по отношению к реке,,
waterway,wadi,,"Естественное сухое (временное) русло, заполняющееся водой только в сезон проливных дождей, или просто пересыхающий ручей.",,
waterway,canal,,"Канал. Искусственные потоки воды, созданные для судоходства, перенаправления тока воды или орошения (Арык) см. service=* ниже",,
waterway,drain,,"Дренажный канал. Используются для осушения территорий, отвода сточных вод",,
waterway,ditch,,Канава,,
waterway,dock,,Док,,
waterway,boatyard,,"Шлюпочная мастерская, сухой док. Места производства, обслуживания лодок, катеров",,
waterway,dam,,"Дамба. Отличаются от плотины тем, что не пропускает воду поверх.",,
waterway,weir,,"Плотина, барьер, заграждение построенное через русло, так что вода течёт поверх него. Часто служит для отлова топляка",,
waterway,lock_gate,,Шлюзовые ворота. вода между ними - waterway=lock,,
waterway,turning_point,,"Место разворота судов, длина которых больше ширины реки или канала. Следует указывать maxlength=* для максимальной длины судна",,
waterway,water_point,,"Место, со свежей, чистой водой",,
intermittent,yes,,"Указывает, что водный объект не является постоянным (например, пересыхающий ручей, или горная речка, вода в которой появляется только после дождей).",,
lock,yes,,"Шлюз используется для движения судов между водными путями на различных уровнях. Можно обозначать либо участком линии между воротами (подробнее), либо одиночным узлом на водном пути (менее подробно).",,
mooring,"yes,  private,  no",,"Места у берега, явно предназначенные для установки якоря.

 yes — разрешена установка якорей для всех;

 private — ограниченное пользование;

 no — установка якоря запрещена.


Следует использовать maxstay=* для указания разрешённого времени стоянки",,
service,"transportation,  water_power,  irrigation",,Канал waterway=canal дополняется любым значением (или несколькими через точку с запятой) для определения его функций.,,
tunnel,culvert,,Для обозначения дренажных труб под дорогой и т.п.,,
waterway,user defined,,Все использованные значения тега согласно статитстике Taginfo,,
railway,abandoned,,"Разобранные железнодорожные пути. Указывает, что отсутствует железнодорожное полотно, однако недемонтируемые следы (балластная призма, выемки, насыпи сохранились",,
railway,construction,,Железная дорога в процессе строительства. См. construction=*,,
railway,disused,,"Часть путей, которые уже не используются, но вся инфраструктура (рельсовое полотно, светофоры, контактная сеть) осталась",,
railway,funicular,,Фуникулёры.,,
railway,light_rail,,Лёгкий пассажирский железнодорожный транспорт.,,
railway,miniature,,Миниатюрные железные дороги обычно перевозят пассажиров и могут быть туристической достопримечательностью сами по себе.,,
railway,monorail,,Монорельс,,
railway,narrow_gauge,,"Узкоколейка. Железная дорога нестандартной ширины колеи, не относящаяся к другим видам рельсовых путей, например, метро или трамваю",,
railway,preserved,,Историческая часть ж/д путей. Часто оставлено для туристических аттракционов.,,
railway,rail,,Железнодорожные линии,,
railway,subway,,"Линии метро. Транспорт преимущественно подземного типа, использующийся в городах",,
railway,tram,,Трамвайные линии,,
bridge,yes,,Железнодорожный мост.,,
cutting,yes,,"Участок железнодорожного пути, проходящий ниже уровня земли.",,
electrified,contact_line rail yes no,,"Электрифицированные линии:

 contact_line — контактный провод,

 rail — контактный рельс,

 yes — устанавливать только если метод электрификации неизвестен.

 no — Неэлектрифицированные линии.",,
embankment,yes,,"Участок железнодорожного пути, проходящий выше уровня земли (по насыпи).",,
frequency,number [kHz/MHz/GHz],,"Частота в сети электрификации. 0 указывает, что используется постоянный ток.",,
service,siding,,Дополнительные относительно короткие боковые пути,,
service,spur,,"Относительно короткие участки пути, для доступа к основной линии, как правило, только для грузовых перевозок Spur line",,
service,yard,,Пути в депо,,
tracks,number,,"Number of parallel tracks in close proximity when mapped as a single way. If not given means unknown and defaults to 1. In many parts of the world the tracks are being drawn out separately so that there is more detail, in which case this tag isn't used.",,
tunnel,yes,,Туннель,,
usage,main branch freight industrial military tourism,,Основное назначение данного ж/д пути.,,
voltage,number,,Напряжение контактной сети в вольтах,,
railway,halt,,"Остановочные (раздельные) пункты железной дороги. Всё, менее значимое, чем станция, например, платформа, полустанок, разъезд. Может не иметь платформы, также возможна остановка по требованию",,
public_transport,platform,,"Платформы, перроны. Служат для посадки и высадки пассажиров, погрузки и разгрузки лёгких грузов, обслуживания подвижного состава",,
railway,station,,"Железнодорожные станции. Далеко не каждый пункт на железной дороге является станцией. Глвным признаком станции является наличие начальника станции. Внешне — станция обычно имеет путевое развитие, необходимое для приёма, сортировки, отправления составов. Также станции обычно особо выделены на схемах ж. д.",,
railway,subway_entrance,,Вход в метро. Нередко сочетается с подземным переходом,,
railway,tram_stop,,"Трамвайные остановки. Точки на трамвайных линиях, где возможна посадка и высадка пассажиров",,
railway,buffer_stop,,Преграды в конце железнодорожного пути. Смотри Buffer_stop,,
railway,derail,,a device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. See Derail_(railroad).,,
railway,crossing,,Пешеходные переходы через рельсовые пути,,
railway,level_crossing,,Железнодорожные переезды (в России обозначаются знаками 1.1  и 1.2 ),,
landuse,railway,,"Территория, выделенная под нужды железных дорог",,
railway,switch,,Full Connections between railways (aka 'points').,,
railway,diamond,,Crossing rails with no interconnection.,,
railway,turntable,,Поворотные платформы. Обычно используются при депо а также позволяют разворачивать вагоны и локомотивы,,
railway,roundhouse,,A semicircular building with many stalls for servicing engines.,,
railway,user defined,,Все использованные значения тега согласно статитстике Taginfo,,
aeroway,aerodrome,,"Аэродромы, аэропорты",,
aeroway,apron,,"Перроны. Место стоянки воздушного транспорта для посадки и высадки пассажиров, загрузки и разгрузки, обслуживания",,
aeroway,gate,,Посадочные терминалы. Используется для нумерации,,
aeroway,helipad,,Вертолётные посадочные площадки,,
aeroway,hangar,,Hangar is a structure to hold aircraft or spacecraft.,,
aeroway,navigationaid,,Radio navigation aid is used to mark systems that determine a position on the Earth which helps pilots guide their aircraft during flight.,,
aeroway,runway,,Взлётно-посадочные полосы,,
aeroway,taxiway,,Рулёжные дорожки,,
aeroway,terminal,,"Терминалы, здания аэропорта",,
aeroway,windsock,,Место установки указателя силы ветра.,,
aeroway,User defined,,Все использованные значения тега согласно статитстике Taginfo,,
aerialway,cable_car,,"Канатная дорога с большими закрытыми кабинами, рассчитанными на одновременную перевозку более 8 человек.",,
aerialway,chair_lift,,Канатная дорога с открытыми креслами.,,
aerialway,drag_lift,,Бугельная канатная дорога для горнолыжников.,,
aerialway,gondola,,"Канатная дорога с небольшими кабинами, рассчитанными на 4,6 или 8 человек.",,
aerialway,goods,,"Грузовой подъёмник. Перевозка пассажиров, как правило, запрещена.",,
aerialway,j-bar,,"J-образный подъёмник. Разновидность aerialway=drag_lift. Подобен T-образному подъёмнику, но перекладина буксировочной штанги односторонняя. Автоматически подразумевает oneway=yes.",,
aerialway,magic_carpet,,"Ленточный подъёмник (""magic carpet""). Разновидность подъёмника для горнолыжников. Автоматически подразумевает oneway=yes.",,
aerialway,mixed_lift,,Подъёмник с кабинами и с открытыми креслами одновременно.,,
aerialway,platter,,"Тарелочный подъёмник. Разновидность aerialway=drag_lift. Подобен T-образному подъёмнику, но с одноместным диском вместо перекладины. Автоматически подразумевает oneway=yes.",,
aerialway,pylon,,Опора канатной дороги.,,
aerialway,rope_tow,,"Движущийся канат. Простейшая разновидность aerialway=drag_lift — просто канат, за который поднимающиеся цепляются руками или бугелями, которые они носят с собой. Автоматически подразумевает oneway=yes.",,
aerialway,station,,Станции канатных дорог для посадки и высадки пассажиров,,
aerialway,t-bar,,T-образный подъёмник. Разновидность aerialway=drag_lift. Автоматически подразумевает oneway=yes.,,
aerialway,user defined,,Все использованные значения тега согласно статитстике Taginfo,,
power,plant,,"Место / промышленный объект, где производится энергия (не обязательно только электрическая). Используется совместно с power=generator.",,
power,cable,,"Трасса прокладки кабеля, например, местной 0,4 кВ сети между трансформаторной будкой, распределительными шкафами и местами ввода кабеля, или морского подводного кабеля. Не путать с несиловыми кабелями, например, оптоволоконными или телефонными. Может использоваться вместе с тегом location=underground/underwater/overground.",,
power,cable_distribution_cabinet,,Распределительные щиты,,
power,converter,,"An HVDC converter converts electric power from high voltage alternating current (AC) to high-voltage direct current (HVDC), or vice-versa.",,
power,generator,,Электростанции и генераторы. Использовать совместно с generator:source=*,,
power,heliostat,,A mirror of a heliostat device.,,
power,line,,Линии электропередачи. Линии на столбах отмечать power=minor_line,,
power,minor_line,,"Воздушные линии электропередачи среднего/низкого напряжения. Эти линии прокладываются на обыкновенных столбах (деревянных, металлических или железобетонных) между постройками, но никогда не прокладываются по металлическим опорам как высоковольтные ЛЭП (для них используем power=line)",,
power,pole,,Отдельные деревянные или железобетонные столбы для прокладки линий электропередач высокого и среднего напряжения.,,
power,substation,,"Электроподстанции преобразования и распределения энергии, трансформаторные будки, распределительные щиты.",,
power,switch,,A tag for electricity switches which are devices which allow operators to power up & down lines and transformer in substations or outside.,,
power,tower,,"Опоры линии электропередачи, кроме столбов. Столбы отмечать power=pole",,
power,transformer,,A static device for transferring electric energy by inductive coupling between its windings. Large power transformers are typically located inside substations.,,
cables,2 /  3 /  4 /  6 /  9 /  12 / etc...,,"Количество кабелей или фаз на линии электропередачи.  Линия (см. фото), на которой расположены 6 фаз с расщеплением каждой фазы на 2 провода, описывается как cables=6 и wires=double
Левая и правая вертикальная группа из 3 фаз является отдельной электрической цепью. Провод, проходящий по вершине опоры ЛЭП, является грозозащитным тросом и не участвует в передаче электроэнергии.",,
circuits,1 /  2 /  3 / etc...,,Number of electrical circuits represented by this way. The tag may be used when the number of physical cables is unknown (often the case for underground cable connections) or when the number of circuits is different from cables=* divided by 3. The photo shows a power line that connects to a cable connection having two circuits and thus may be tagged as circuits=2.,,
tunnel,yes,,"Используйте, если линия электроснабжения проходит под землёй.",,
voltage,… /  110000 /  220000 /  380000 / etc...,,Номинальное напряжение (в вольтах) линии электропередач.,,
wires,single /  double /  triple /  quad,,"Количество проводов в расщепленной фазе или кабеле. ""single"" (1), ""double"" (2), ""triple"" (3) или ""quad"" (4). В России ЛЭП 220 кВ и ниже обычно имеют 1 провод в каждой фазе, линий 330 кВ - 2 провода, линии 500 кВ - 3 провода, линии 750 кВ - от 4 до 5 проводов. В линии 1150 кВ применяется расщепление на 8 проводов.  На фото показан пример расщепления фазы на 2 провода (""double"").",,
power,User Defined,,Все использованные значения тега согласно статистике Taginfo,,
man_made,adit,,"Штольня, горизонтальный вход в шахту.",,
man_made,beacon,,"Бакены, буи, сигнальные огни для навигации",,
man_made,breakwater,,Волнорез,,
man_made,bunker_silo,,Open-sided structure to store something. It can be used with vehicles to fill and empty it.,,
man_made,campanile,,"A freestanding bell tower, typically near a church.  See also man_made=tower with tower:type=bell_tower.",,
man_made,chimney,,Дымовая труба (Промышленные трубы).,,
man_made,crane,,"Стационарные подъемные краны, например, портовые",,
man_made,cross,,"Cross with little historical or religion value, e.g. summit cross.",,
man_made,cutline,,Используется для обозначения просек в лесу,,
man_made,clearcut,,"Area, where most or all trees are uniformly cut down. Used in combination with natural=scrub.",,
man_made,embankment,,"Земляная насыпь для прокладки дороги, ж/д путей или канала через низменности или заболоченные места.",,
man_made,dyke,,A dyke is a an embankment built to restrict the flow of water or other liquids.,,
man_made,flagpole,,Флагшток,,
man_made,gasometer,,Газгольдеры — резервуары для хранения газа,,
man_made,groyne,,"Буна. Приспособление для задержания песка, гальки. Предотвращения их переноса вдоль берега. Для волнореза есть отдельное обозначение man_made=breakwater",,
man_made,kiln,,"A thermally insulated chamber in which temperature is controlled in order to change the state of the item placed inside, usually though the process of burning, baking, drying or smelting.",,
man_made,lighthouse,,Маяки,,
man_made,mast,,Mast is a vertical structure built to hold for example antennas.,,
man_made,mineshaft,,Ствол шахты,,
man_made,monitoring_station,,"Станция, которая мониторит какие-либо параметры (метео; загрязнение воздуха; радиация)",,
man_made,offshore_platform,,Offshore platform.,,
man_made,petroleum_well,,"Буровая. Разработана для того, чтобы бурить поверхность земли для поиска и добычи нефти.",,
man_made,pier,,"Пирсы, волноломы, молы. Нередко используются для развлечений",,
man_made,pipeline,,Трубопроводы,,
man_made,reservoir_covered,,Крытые резервуары,,
man_made,silo,,"A silo is a storage container for bulk material, often grains such as corn or wheat.",,
man_made,snow_fence,,"A snow fence is a solid fence-like structure built across steep slopes to reduce risk and severity of (snow) avalanches. Usually made of steel, sloping outwards, and trussed underneath. Sometimes refered to as a snow shed.",,
man_made,snow_net,,"A snow net netting fence built across steep slopes to reduce risk and severity of (snow) avalanches. They consist of a net made of steel cables, held up by posts. Sometimes refered to as an Avalanche net.",,
man_made,storage_tank,,"Резервуар, бак, танк для жидкости или газа",,
man_made,surveillance,,Камеры наблюдения,,
man_made,survey_point,,"Геодезические пункты, вышки, станции, ориентиры и прочее стационарное топографическое оборудование",,
man_made,tower,,"Башни, вышки",,
man_made,wastewater_plant,,Станции очистки сточных вод,,
man_made,watermill,,Водяная мельница.,,
man_made,water_tower,,Водонапорная башня.,,
man_made,water_well,,Колодец.,,
man_made,water_works,,Станции очистки воды и подачи в водопровод,,
man_made,windmill,,Ветряные мельницы. Используйте power=generator c generator:source=wind для ветряных генераторов,,
man_made,works,,"Промышленные строения, заводы, фабрики",,
building,yes,,Основной тег для обозначения строений. Список возможных уточняющих значений на странице RU:Key:building,,
man_made,Своё значение,,Все использованные значения тега согласно статитстике Taginfo,,
leisure,adult_gaming_centre,,"A venue with pay-to-play games, such as video games, driving simulators, pinball machines, merchandisers, etc. With a set age limit. As opposed to leisure=amusement_arcade.",,
leisure,amusement_arcade,,"A venue with pay-to-play games, such as video games, driving simulators, pinball machines, merchandisers, etc. Without a set age limit. As opposed to leisure=adult_gaming_centre.",,
leisure,beach_resort,,Обслуживаемый пляж,,
leisure,bird_hide,,Укрытия для наблюдения за животными (преимущественно птицами) с близкого расстояния,,
leisure,dance,,Танцевальные площадки,,
leisure,dog_park,,"Обозначенное место для выгула и тренировки собак, с ограждением или без.",,
leisure,firepit,,"A permanent location or structure to host campfires, bonfires, etc",,
leisure,fishing,,Места для рыбалки,,
leisure,garden,,Декоративные сады (не путать с сельскохозяйственными landuse=orchard),,
leisure,golf_course,,"Поля для гольфа. Можно поставить на поле узел, чтобы отобразился значок",,
leisure,hackerspace,,"A place where people with common interests, often in computers, technology, science, digital art or electronic art, can meet, socialize and/or collaborate.",,
leisure,ice_rink,,"Катки, ледовые поля для катания на коньках",,
leisure,marina,,Пристани для яхт и катеров,,
leisure,miniature_golf,,Поля для минигольфа,,
leisure,nature_reserve,,Заповедники,,
leisure,park,,"Парки, открытые зелёные площадки для отдыха",,
leisure,pitch,,"Спортивная площадка, поле для различных игр: футбол, крикет и т.д.",,
leisure,playground,,Детские игровые площадки,,
leisure,slipway,,"Слипы, места для спуска яхт, катеров на воду",,
leisure,sports_centre,,Спортивный центр. Укажите sport=*,,
leisure,stadium,,"Крупные стадионы  Для спортивных площадок в школах и микрорайонах, использовать тег leisure=pitch",,
leisure,swimming_pool,,Плавательный бассейн. См. также предложение Proposed_features/Swimming_pool и amenity=swimming_pool,,
leisure,track,,"Дорожки: беговая, велосипедные, конноспортивные",,
leisure,water_park,,Аквапарки,,
leisure,wildlife_hide,,Место наблюдения за дикой природой. См. leisure=bird_hide,,
leisure,Задаётся пользователем,,Все использованные значения тега согласно статитстике Taginfo,,
amenity,bar,бар,"Место торговли спиртными напитками, где, обычно, есть только барная стойка. Подробнее на страницах описания amenity=bar и amenity=pub",,
amenity,bbq,барбекью,"Места отдыха, оборудованные мангалами. Для указания типа растопки используйте тэг fuel=wood/gas/electric",,
amenity,biergarten,биргарден,Пивные на открытом воздухе. Актуально для Германии (и не только). Пивной сад.,,
amenity,cafe,кафе,"Кафе, кофейня. Тип предлагаемой еды можно указать с помощью тегов cuisine=* и diet=*.",,
amenity,drinking_water,питьевая вода,Источник питьевой воды,,
amenity,fast_food,фастфуд,"Заведение быстрого питания, фастфуд, забегаловка, пиццерия (+cuisine=pizza). Тип предлагаемой еды можно указать с помощью тега cuisine=*.См. также amenity=restaurant.",,
amenity,food_court,фудкорт,"Зона с общими столиками для еды и несколькими ресторанными стойками разных кафе, ресторанный дворик. Обычно располагаются в крупных торговых центрах, аэропортах и т.п.",,
amenity,ice_cream,магазин мороженого,"Магазин или кафе-мороженое. Место, которое продает мороженое и замороженный йогурт.",,
amenity,pub,паб,"Бар, закусочная, корчма, таверна, трактир, паб, пивная. Заведение, где предполагается распитие спиртных напитков.",,
amenity,restaurant,ресторан,Рестораны (не путать с ресторанами быстрого питания - amenity=fast_food). Тип кухни указывают тегами cuisine=* и diet=*.,,
amenity,college,колледж,"Колледж, профессиональный лицей, училище",,
amenity,kindergarten,детский сад,Детские сады,,
amenity,library,библиотека,Библиотеки,,
amenity,school,школа,Школы и школьные площадки,,
amenity,university,университет,"Институты, университеты, кампусы",,
amenity,bicycle_parking,парковка для велосипедов,Парковка для велосипедов,,
amenity,bicycle_rental,аренда велосипедов,"Аренда велосипедов.Внимание! Аренда такого рода в России (практически) отсутствует! Поэтому (если только в вашем случае не редчайшее исключение) следует использовать тег shop=bicycle, с уточнением service:bicycle:rental=yes.",,
amenity,boat_sharing,аренда лодок,Share a Boat,,
amenity,bus_station,автостанция,"Автостанции, автовокзалы.  Для остановок маршрутного транспорта использовать тег highway=bus_stop",,
amenity,car_rental,аренда автомобилей,Аренда автомобилей,,
amenity,car_sharing,каршаринг,"Каршаринг. Клубы, в которых один или несколько автомобилей используются сразу несколькими владельцами. До России еще не добрался.",,
amenity,car_wash,автомойка,Автомойка,,
amenity,ev_charging,место зарядки электромобилей,"Место зарядки электромобилей. Вместо этого тэга используйте, желательно, amenity=charging_station.",,
amenity,charging_station,место зарядки электромобилей,Место зарядки электромобилей,,
amenity,ferry_terminal,паромный причал,"Паромные причалы: места, где можно погрузиться на борт парома или покинуть его",,
amenity,fuel,АЗС,"АЗС, АГЗС и прочие.Для обозначения подъездных путей использовать тег highway=service",,
amenity,grit_bin,ящик с противогололедным материалом,"Ящики с аварийным запасом противогололёдных материалов: песком, гравием, солью",,
amenity,parking,парковка,"Стоянки. При применении к узлу или к области (без тега access=*) — отображается знак ""Стоянка"". При применении к области — закрашивается цветом. Для частных гаражей и ГСК (в случае, когда машиноместо закреплено за конкретным владельцем), используйте вместо этого тэга landuse=garages.Для обозначения проездов по парковке использовать тег highway=service (пример и обсуждение стоянок)",,
amenity,parking_entrance,въезд в парковку,Въезд на подземную или многоуровневую стоянку. Объединяйте несколько порталов одной стоянки в отношение с тегами type=site и site=parking. Не путайте с amenity=parking.,,
amenity,parking_space,парковочное место,Одиночные парковочные места. Объединяйте несколько таких мест в отношение с тэгами type=site и site=parking. Не путайте с amenity=parking.,,
amenity,taxi,стоянка такси,Стоянка такси,,
amenity,atm,банкомат,Банкоматы,,
amenity,bank,банк,Банкиamenity=bank;atm — если в банке есть банкомат,,
amenity,bureau_de_change,пункт обмена валют,Пункты обмена валют,,
amenity,baby_hatch,"место, где можно оставить ребенка","Место, где можно оставить своего ребёнка (возможно, анонимно). Актуально для некоторых стран, где это законно. Детский дом, интернат.",,
amenity,clinic,больница,"Больницы, крупные поликлиники",,
amenity,dentist,стоматологическая клиника,Стоматологические клиники,,
amenity,doctors,поликлиника,"Медицинские пункты, поликлиники",,
amenity,hospital,больница,"Больницы, госпитали. Часто отмечается в сочетании с emergency=* для точного указания мест имеющих возможность оказывать скорую помощь",,
amenity,nursing_home,дом пожилых людей,"Дома для инвалидов или пожилых людей, которые нуждаются в постоянном уходе.",,
amenity,pharmacy,аптека,"Аптеки.  dispensing=""yes"" — продажа лекарств только по рецептам dispensing=""no""  — продажа лекарств без рецептов",,
